screenshot_1729600977706.png,"[[0, 0, 1]]"
screenshot_1729600977970.png,"[[1, 0, 0]]"
screenshot_1729600978211.png,"[[0, 0, 1]]"
screenshot_1729600978442.png,"[[1, 0, 0]]"
screenshot_1729600978675.png,"[[1, 0, 0]]"
screenshot_1729600978908.png,"[[1, 0, 0]]"
screenshot_1729600979147.png,"[[1, 0, 0]]"
screenshot_1729600979375.png,"[[0, 1, 0]]"
screenshot_1729600979613.png,"[[1, 0, 0]]"
screenshot_1729600979842.png,"[[0, 1, 0]]"
screenshot_1729600980076.png,"[[0, 0, 1]]"
screenshot_1729600980306.png,"[[1, 0, 0]]"
screenshot_1729600980541.png,"[[0, 0, 1]]"
screenshot_1729600980775.png,"[[1, 0, 0]]"
screenshot_1729600981006.png,"[[1, 0, 0]]"
screenshot_1729600981241.png,"[[1, 0, 0]]"
screenshot_1729600981479.png,"[[0, 0, 1]]"
screenshot_1729600981707.png,"[[1, 0, 0]]"
screenshot_1729600981938.png,"[[0, 1, 0]]"
screenshot_1729600982174.png,"[[1, 0, 0]]"
screenshot_1729600982406.png,"[[1, 0, 0]]"
screenshot_1729600982637.png,"[[1, 0, 0]]"
screenshot_1729600982871.png,"[[1, 0, 0]]"
screenshot_1729600983102.png,"[[0, 0, 1]]"
screenshot_1729600983339.png,"[[0, 1, 0]]"
screenshot_1729600983575.png,"[[0, 1, 0]]"
screenshot_1729600983806.png,"[[0, 1, 0]]"
screenshot_1729600984037.png,"[[0, 1, 0]]"
screenshot_1729600984271.png,"[[0, 1, 0]]"
screenshot_1729600984504.png,"[[0, 0, 1]]"
screenshot_1729600984736.png,"[[0, 1, 0]]"
screenshot_1729600984980.png,"[[0, 1, 0]]"
screenshot_1729600985222.png,"[[0, 1, 0]]"
screenshot_1729600985454.png,"[[0, 1, 0]]"
screenshot_1729600985695.png,"[[1, 0, 0]]"
screenshot_1729600985935.png,"[[0, 1, 0]]"
screenshot_1729600986185.png,"[[1, 0, 0]]"
screenshot_1729600986423.png,"[[0, 1, 0]]"
screenshot_1729600986652.png,"[[1, 0, 0]]"
screenshot_1729600986882.png,"[[0, 1, 0]]"
screenshot_1729600987117.png,"[[1, 0, 0]]"
screenshot_1729600987352.png,"[[1, 0, 0]]"
screenshot_1729600987584.png,"[[1, 0, 0]]"
screenshot_1729600987816.png,"[[0, 1, 0]]"
screenshot_1729600988052.png,"[[0, 0, 1]]"
screenshot_1729600988294.png,"[[1, 0, 0]]"
screenshot_1729600988532.png,"[[1, 0, 0]]"
screenshot_1729600988765.png,"[[0, 0, 1]]"
screenshot_1729600989008.png,"[[1, 0, 0]]"
screenshot_1729600989234.png,"[[0, 0, 1]]"
screenshot_1729600989465.png,"[[1, 0, 0]]"
screenshot_1729600989699.png,"[[0, 0, 1]]"
screenshot_1729600989931.png,"[[0, 0, 1]]"
screenshot_1729600990167.png,"[[0, 0, 1]]"
screenshot_1729600990397.png,"[[0, 0, 1]]"
screenshot_1729600990630.png,"[[0, 0, 1]]"
screenshot_1729600990874.png,"[[0, 0, 1]]"
screenshot_1729600991114.png,"[[0, 0, 1]]"
screenshot_1729600991346.png,"[[0, 1, 0]]"
screenshot_1729600991589.png,"[[0, 0, 1]]"
screenshot_1729600991830.png,"[[0, 0, 1]]"
screenshot_1729600992061.png,"[[0, 0, 1]]"
screenshot_1729600992295.png,"[[0, 1, 0]]"
screenshot_1729600992528.png,"[[1, 0, 0]]"
screenshot_1729600992765.png,"[[0, 0, 1]]"
screenshot_1729600992995.png,"[[1, 0, 0]]"
screenshot_1729600993229.png,"[[0, 1, 0]]"
screenshot_1729600993463.png,"[[1, 0, 0]]"
screenshot_1729600993694.png,"[[1, 0, 0]]"
screenshot_1729600993928.png,"[[1, 0, 0]]"
screenshot_1729600994159.png,"[[1, 0, 0]]"
screenshot_1729600995180.png,"[[1, 0, 0]]"
screenshot_1729600995411.png,"[[0, 1, 0]]"
screenshot_1729600995643.png,"[[0, 1, 0]]"
screenshot_1729600995877.png,"[[1, 0, 0]]"
screenshot_1729600996108.png,"[[0, 0, 1]]"
screenshot_1729600996341.png,"[[0, 0, 1]]"
screenshot_1729600996575.png,"[[0, 1, 0]]"
screenshot_1729600996807.png,"[[1, 0, 0]]"
